0.000267119  -5.593e-09
 -5.593e-09 0.000208403
0.000267119 5.59396e-09
5.59396e-09 0.000208403
0.000867026 7.87289e-14
7.87289e-14  3.2247e-05
0.000866809 6.12288e-13
6.12288e-13 3.23258e-05
 0.000311142  4.51921e-08
 4.51921e-08 -0.000286753
 0.000311142 -4.51915e-08
-4.51915e-08 -0.000286753
  0.00106686  6.95107e-05
 6.95107e-05 -4.82326e-05
  0.00106678  6.95597e-05
 6.95597e-05 -4.82246e-05
 0.000483607 -0.000359129
-0.000359129 -4.42135e-05
 0.000483649  0.000359137
 0.000359137 -4.42505e-05
  0.00106686 -6.95107e-05
-6.95107e-05 -4.82326e-05
 0.000483649 -0.000359137
-0.000359137 -4.42505e-05
  0.00106678 -6.95597e-05
-6.95597e-05 -4.82246e-05
 0.000483607  0.000359129
 0.000359129 -4.42135e-05
 0.000432258 -9.66687e-05
-9.66687e-05  6.16918e-05
0.000432392 9.67462e-05
9.67462e-05 6.16903e-05
 0.000432392 -9.67462e-05
-9.67462e-05  6.16903e-05
0.000432258 9.66687e-05
9.66687e-05 6.16918e-05
0.000439085 -7.3265e-05
-7.3265e-05 0.000127676
0.000439234 7.32578e-05
7.32578e-05 0.000127673
 0.000439234 -7.32578e-05
-7.32578e-05  0.000127673
0.000439085  7.3265e-05
 7.3265e-05 0.000127676
 0.000164731 -3.23216e-05
-3.23216e-05  0.000131978
0.000164696 3.23269e-05
3.23269e-05  0.00013198
0.000164731 3.23216e-05
3.23216e-05 0.000131978
 0.000164696 -3.23269e-05
-3.23269e-05   0.00013198
  0.00169518  1.93662e-08
 1.93662e-08 -0.000494637
  0.00169518 -1.93641e-08
-1.93641e-08 -0.000494637
 0.000866809   3.1148e-12
  3.1148e-12 -0.000260032
 0.000867026 -1.72493e-12
-1.72493e-12 -0.000260179
   0.0017311 -2.62661e-09
-2.62661e-09 -0.000287143
   0.0017311  2.62787e-09
 2.62787e-09 -0.000287143
 0.00153804 0.000430512
0.000430512 -4.5401e-05
