X Y Z Stress_XX Stress_XY Stress_YY
0.666667 0.333333 0 2474.9 15984.5 580065
0.733333 0.333333 0 901.653 20448.4 575018
0.8 0.333333 0 37.5236 20833 569453
0.866667 0.333333 0 -865.428 20467.6 564436
0.133333 0.4 0 -3979.19 -20281.8 571962
0.2 0.4 0 -4406.05 -20923.5 573252
0.266667 0.4 0 -5037.08 -20914.5 575240
0.333333 0.4 0 -4854.35 -16540.8 578138
0.4 0.4 0 -4785.11 -11193.8 579934
0.466667 0.4 0 -4555.6 -3588.9 581097
0.533333 0.4 0 -4555.6 3588.9 581097
0.6 0.4 0 -4785.11 11193.8 579934
0.666667 0.4 0 -4854.35 16540.8 578138
0.733333 0.4 0 -5037.08 20914.5 575240
0.8 0.4 0 -4406.05 20923.5 573252
0.866667 0.4 0 -3964.53 20236.9 571629
0.133333 0.466667 0 -5968.67 -19286.1 578537
0.2 0.466667 0 -7203.3 -19970.5 577144
0.266667 0.466667 0 -9074.99 -20187.3 575605
0.333333 0.466667 0 -9980.01 -16091.1 575765
0.4 0.466667 0 -10850 -10982.6 575968
0.466667 0.466667 0 -11077.8 -3529.02 576319
0.533333 0.466667 0 -11077.8 3529.02 576319
0.6 0.466667 0 -10850 10982.6 575968
0.666667 0.466667 0 -9980.01 16091.1 575765
0.733333 0.466667 0 -9074.99 20187.3 575605
0.8 0.466667 0 -7203.3 19970.5 577144
0.866667 0.466667 0 -5885.59 19127.3 579130
0.133333 0.533333 0 -6581.71 -18140.5 585903
0.2 0.533333 0 -8280.88 -18922.1 581054
0.266667 0.533333 0 -10587.6 -19240.4 576183
0.333333 0.533333 0 -12116.1 -15398.6 574033
0.4 0.533333 0 -13434.5 -10560.8 572584
0.466667 0.533333 0 -13926.2 -3392.5 572215
0.533333 0.533333 0 -13926.2 3392.5 572215
0.6 0.533333 0 -13434.5 10560.8 572584
0.666667 0.533333 0 -12116.1 15398.6 574033
0.733333 0.533333 0 -10587.6 19240.4 576183
0.8 0.533333 0 -8280.88 18922.1 581054
0.866667 0.533333 0 -6496.79 18031.3 585927
0.133333 0.6 0 -7318.67 -16793.5 592229
0.2 0.6 0 -9511.68 -17567.8 584620
0.266667 0.6 0 -12494.3 -17876.2 576573
0.333333 0.6 0 -14652.3 -14319 571769
0.4 0.6 0 -16524.6 -9826.16 568765
0.466667 0.6 0 -17281.9 -3160.52 567574
0.533333 0.6 0 -17281.9 3160.52 567574
0.6 0.6 0 -16524.6 9826.16 568765
0.666667 0.6 0 -14652.3 14319 571769
0.733333 0.6 0 -12494.3 17876.2 576573
0.8 0.6 0 -9511.68 17567.8 584620
0.866667 0.6 0 -7262.37 16727.4 592773
0.133333 0.666667 0 -7785.75 -15645.3 597458
0.2 0.666667 0 -10193.5 -16155.6 587856
0.266667 0.666667 0 -13406.4 -16301.4 576959
0.333333 0.666667 0 -15993.3 -12991.8 570161
0.4 0.666667 0 -18131.5 -8869.92 565787
0.466667 0.666667 0 -19078.2 -2848.17 563972
0.533333 0.666667 0 -19078.2 2848.17 563972
0.6 0.666667 0 -18131.5 8869.92 565787
0.666667 0.666667 0 -15993.3 12991.8 570161
0.733333 0.666667 0 -13406.4 16301.4 576959
0.8 0.666667 0 -10193.5 16155.6 587856
0.866667 0.666667 0 -7628.9 15504.9 598548
0.133333 0.733333 0 -8824.43 -14213.4 603747
0.2 0.733333 0 -11840.6 -14593.8 590653
0.266667 0.733333 0 -15833 -14523.7 577110
0.333333 0.733333 0 -19059.5 -11485.8 568368
0.4 0.733333 0 -21784.3 -7774.25 562774
0.466667 0.733333 0 -22969.6 -2494.79 560383
0.533333 0.733333 0 -22969.6 2494.79 560383
0.6 0.733333 0 -21784.3 7774.25 562774
0.666667 0.733333 0 -19059.5 11485.8 568368
0.733333 0.733333 0 -15833 14523.7 577110
0.8 0.733333 0 -11840.6 14593.8 590653
0.866667 0.733333 0 -8758.59 14173.4 603979
0.133333 0.8 0 -12341 -11996.3 607096
0.2 0.8 0 -16239.5 -12039.4 592791
0.266667 0.8 0 -21317.5 -11747.7 576796
0.333333 0.8 0 -25284.3 -9198.22 566672
0.4 0.8 0 -28528.2 -6160.2 560130
0.466667 0.8 0 -29982.4 -1972.89 557317
0.533333 0.8 0 -29982.4 1972.89 557317
0.6 0.8 0 -28528.2 6160.2 560130
0.666667 0.8 0 -25284.3 9198.22 566672
0.733333 0.8 0 -21317.5 11747.7 576796
0.8 0.8 0 -16239.5 12039.4 592791
0.866667 0.8 0 -12228.2 11890 608565
0.133333 0.866667 0 -15839 -10287.9 610952
0.2 0.866667 0 -20373.2 -10216.7 594225
0.266667 0.866667 0 -26497.4 -9747.26 576598
0.333333 0.866667 0 -31065.5 -7549.62 565588
0.4 0.866667 0 -34822.4 -4997.71 558467
0.466667 0.866667 0 -36451.9 -1595.82 555400
0.533333 0.866667 0 -36451.9 1595.82 555400
0.6 0.866667 0 -34822.4 4997.71 558467
0.666667 0.866667 0 -31065.5 7549.62 565588
0.733333 0.866667 0 -26497.4 9747.26 576598
0.8 0.866667 0 -20373.2 10216.7 594225
0.866667 0.866667 0 -15593.9 10272.5 611664
