X Y Z Stress_XX Stress_XY Stress_YY
0.733333 0.2 0 26.3928 40.0797 4289.93
0.766667 0.2 0 25.0269 42.3277 4281.07
0.8 0.2 0 23.6178 43.506 4268.32
0.833333 0.2 0 21.4329 41.811 4254.31
0.166667 0.233333 0 4.57835 -44.9236 4260.58
0.2 0.233333 0 4.16327 -46.6822 4269.3
0.233333 0.233333 0 7.21228 -45.1369 4279.25
0.266667 0.233333 0 11.1108 -40.9671 4289.69
0.3 0.233333 0 14.0457 -35.8743 4296.38
0.333333 0.233333 0 16.5779 -31.2772 4301.28
0.366667 0.233333 0 18.5572 -26.9265 4305.68
0.4 0.233333 0 20.4824 -22.348 4309.82
0.433333 0.233333 0 20.7135 -15.4564 4311.68
0.466667 0.233333 0 21.8001 -8.05046 4313.61
0.5 0.233333 0 24.8822 -0.60348 4316.67
0.533333 0.233333 0 24.3053 6.5687 4315.83
0.566667 0.233333 0 22.8087 13.0221 4311.81
0.6 0.233333 0 22.0854 19.2922 4307.13
0.633333 0.233333 0 21.4714 25.7569 4304.28
0.666667 0.233333 0 18.5868 32.6183 4299.62
0.7 0.233333 0 13.6624 38.9829 4292.19
0.733333 0.233333 0 11.3037 43.1395 4283.95
0.766667 0.233333 0 11.2414 45.16 4275.7
0.8 0.233333 0 10.8287 45.8147 4265.86
0.833333 0.233333 0 9.27294 44.2937 4254.5
0.166667 0.266667 0 -4.6352 -47.7088 4257.5
0.2 0.266667 0 -5.7142 -49.49 4264.56
0.233333 0.266667 0 -3.74118 -47.8754 4274.09
0.266667 0.266667 0 -1.4219 -43.8331 4283.12
0.3 0.266667 0 -0.459664 -38.8614 4288.07
0.333333 0.266667 0 0.651439 -34.063 4291.64
0.366667 0.266667 0 3.20336 -29.0818 4296.87
0.4 0.266667 0 5.45335 -23.8166 4300.37
0.433333 0.266667 0 5.35592 -16.1878 4301.18
0.466667 0.266667 0 6.72818 -7.78694 4303.43
0.5 0.266667 0 10.043 0.18415 4306.54
0.533333 0.266667 0 9.23072 7.84108 4304.78
0.566667 0.266667 0 7.38321 14.9529 4300.36
0.6 0.266667 0 7.51497 22.1274 4296.68
0.633333 0.266667 0 7.6992 29.2168 4294.99
0.666667 0.266667 0 4.41051 35.9538 4290.73
0.7 0.266667 0 0.199581 42.3448 4284.32
0.733333 0.266667 0 -0.73041 46.8174 4277.03
0.766667 0.266667 0 -0.107747 48.5802 4270.09
0.8 0.266667 0 0.034372 49.2712 4263.44
0.833333 0.266667 0 -0.468524 47.9393 4255.52
0.166667 0.3 0 -3.04983 -47.4356 4265.37
0.2 0.3 0 -5.65999 -49.0218 4269.99
0.233333 0.3 0 -5.7892 -47.9667 4277.55
0.266667 0.3 0 -5.54682 -44.547 4284.68
0.3 0.3 0 -5.64228 -39.6419 4288.37
0.333333 0.3 0 -4.96977 -34.2482 4291.5
0.366667 0.3 0 -2.91734 -28.6291 4295.66
0.4 0.3 0 -0.786099 -22.9348 4298.19
0.433333 0.3 0 -1.31982 -15.2914 4298.28
0.466667 0.3 0 -0.635641 -7.13002 4300.3
0.5 0.3 0 2.14606 0.243707 4303.63
0.533333 0.3 0 0.928536 7.91508 4300.79
0.566667 0.3 0 -0.838817 15.2267 4295.81
0.6 0.3 0 0.192828 22.6228 4294.08
0.633333 0.3 0 0.653857 29.619 4292.84
0.666667 0.3 0 -1.84863 36.2495 4288.93
0.7 0.3 0 -4.35905 42.5874 4283.82
0.733333 0.3 0 -3.51488 47.1461 4278.4
0.766667 0.3 0 -2.20443 48.6574 4272.04
0.8 0.3 0 -0.748592 49.1772 4267.62
0.833333 0.3 0 0.405005 47.7914 4263.13
0.166667 0.333333 0 -7.33498 -45.3235 4265.82
0.2 0.333333 0 -10.1277 -46.6307 4268.16
0.233333 0.333333 0 -11.9131 -46.4694 4273.52
0.266667 0.333333 0 -13.6244 -43.9922 4277.38
0.3 0.333333 0 -13.7261 -39.3236 4279.97
0.333333 0.333333 0 -12.9384 -33.8579 4283.87
0.366667 0.333333 0 -11.5874 -28.0551 4286.85
0.4 0.333333 0 -10.7686 -22.0817 4287.38
0.433333 0.333333 0 -10.9311 -14.9881 4288.1
0.466667 0.333333 0 -10.2646 -7.40755 4290.47
0.5 0.333333 0 -7.88058 -0.63255 4294.25
0.533333 0.333333 0 -9.38262 7.0262 4290.13
