X Y Z Strain_XX Strain_XY Strain_YY
0.2 0.466667 0 -0.000246339 -1.34761e-05 0.000972779
0.233333 0.466667 0 -0.000247204 -1.28289e-05 0.000972727
0.266667 0.466667 0 -0.000247932 -1.18352e-05 0.000972878
0.3 0.466667 0 -0.000248528 -1.05435e-05 0.000972667
0.333333 0.466667 0 -0.000248827 -8.93029e-06 0.000972413
0.366667 0.466667 0 -0.000248517 -7.66469e-06 0.000971429
0.4 0.466667 0 -0.000247492 -6.1565e-06 0.000969751
0.433333 0.466667 0 -0.000246671 -4.0302e-06 0.000968914
0.466667 0.466667 0 -0.000246929 -1.45822e-06 0.000968517
0.5 0.466667 0 -0.000247875 8.63813e-07 0.0009697
0.533333 0.466667 0 -0.000248483 2.85916e-06 0.000970535
0.566667 0.466667 0 -0.00024865 4.85998e-06 0.000971155
0.6 0.466667 0 -0.000248881 6.37171e-06 0.00097161
0.633333 0.466667 0 -0.00024898 7.89759e-06 0.000972057
0.666667 0.466667 0 -0.000248626 9.67541e-06 0.000972136
0.7 0.466667 0 -0.000247848 1.12927e-05 0.000972229
0.733333 0.466667 0 -0.000246773 1.26988e-05 0.000972026
0.766667 0.466667 0 -0.000245823 1.34616e-05 0.000972052
0.8 0.466667 0 -0.000245482 1.41115e-05 0.000972591
0.833333 0.466667 0 -0.000245547 1.37898e-05 0.000973604
0.166667 0.5 0 -0.000238634 -1.26527e-05 0.000945502
0.2 0.5 0 -0.000238632 -1.26695e-05 0.0009443
0.233333 0.5 0 -0.000238673 -1.24558e-05 0.000943329
0.266667 0.5 0 -0.000239141 -1.18672e-05 0.000942804
0.3 0.5 0 -0.000239794 -1.04346e-05 0.000942554
0.333333 0.5 0 -0.00024029 -8.98533e-06 0.000942425
0.366667 0.5 0 -0.000239777 -7.62086e-06 0.000941184
0.4 0.5 0 -0.000238437 -5.93382e-06 0.000939232
0.433333 0.5 0 -0.000238047 -3.74198e-06 0.000938598
0.466667 0.5 0 -0.000238643 -1.21663e-06 0.000938998
0.5 0.5 0 -0.00024003 8.30991e-07 0.00094044
0.533333 0.5 0 -0.000240986 2.54261e-06 0.000941853
0.566667 0.5 0 -0.000241217 4.09721e-06 0.000942581
0.6 0.5 0 -0.000241169 5.54587e-06 0.000943009
0.633333 0.5 0 -0.000241188 7.15888e-06 0.000943358
0.666667 0.5 0 -0.00024092 8.94672e-06 0.000943945
0.7 0.5 0 -0.00023981 1.09566e-05 0.000943513
0.733333 0.5 0 -0.000238427 1.23539e-05 0.000942822
0.766667 0.5 0 -0.000237363 1.3074e-05 0.000942692
0.8 0.5 0 -0.000237407 1.30739e-05 0.000944344
0.833333 0.5 0 -0.000237875 1.26994e-05 0.00094561
0.166667 0.533333 0 -0.000231449 -1.23754e-05 0.000919302
0.2 0.533333 0 -0.000231194 -1.25221e-05 0.000917754
0.233333 0.533333 0 -0.000230995 -1.26007e-05 0.000916035
0.266667 0.533333 0 -0.000231024 -1.19018e-05 0.000914894
0.3 0.533333 0 -0.000231379 -1.0667e-05 0.000913945
0.333333 0.533333 0 -0.0002315 -9.19532e-06 0.000913144
0.366667 0.533333 0 -0.000230978 -7.84656e-06 0.000912026
0.4 0.533333 0 -0.000230491 -6.14448e-06 0.000910997
0.433333 0.533333 0 -0.000230506 -3.83456e-06 0.000910866
0.466667 0.533333 0 -0.000231286 -1.18293e-06 0.000911714
0.5 0.533333 0 -0.000232566 7.13278e-07 0.000913083
0.533333 0.533333 0 -0.000233555 2.11075e-06 0.000914421
