X Y Z Stress_XX Stress_XY Stress_YY
0.466667 0.8 0 -29418.2 -1672.53 556540
0.533333 0.8 0 -29418.1 1672.55 556540
0.6 0.8 0 -27610.9 6222.12 559473
0.666667 0.8 0 -24516.3 9477.46 565935
0.733333 0.8 0 -20826.3 11607.4 575948
0.8 0.8 0 -14699.3 12746.5 591098
0.866667 0.8 0 -11248.2 12088.7 608365
0.133333 0.866667 0 -15108.2 -10096.6 611536
0.2 0.866667 0 -19439 -11009 592575
0.266667 0.866667 0 -26777.8 -9963.89 576239
0.333333 0.866667 0 -31753.8 -7581.12 565255
0.4 0.866667 0 -34842 -5103.17 558491
0.466667 0.866667 0 -37192.1 -1416.25 555247
0.533333 0.866667 0 -37192.1 1416.41 555247
0.6 0.866667 0 -34842.1 5103.26 558491
0.666667 0.866667 0 -31753.8 7581.13 565255
0.733333 0.866667 0 -26777.8 9963.9 576239
0.8 0.866667 0 -19439 11009 592575
0.866667 0.866667 0 -15108.2 10096.6 611537
