 Iter     h_norm         step size         Cost         New_Cost       r_norm     r_new_norm      T_time        Status
  270     0.00126691              1   0.000190179     0.00018858   0.00126691       0.00125764   T=3.88719s   ACCEPTED
  271     0.00125764              1   0.00018858    0.000187004   0.00125764       0.00124848   T=3.59912s   ACCEPTED
  272     0.00124848              1   0.000187004    0.000185451   0.00124848       0.00123941   T=3.86691s   ACCEPTED
  273     0.00123941              1   0.000185451     0.00018392   0.00123941       0.00123044   T=3.61732s   ACCEPTED
  274     0.00123044              1   0.00018392    0.000182412   0.00123044       0.00122158   T= 3.62s   ACCEPTED
  275     0.00122158              1   0.000182412    0.000180925   0.00122158       0.00121281   T=3.77806s   ACCEPTED
  276     0.00121281              1   0.000180925    0.000179459   0.00121281       0.00120414   T=3.78516s   ACCEPTED
  277     0.00120414              1   0.000179459    0.000178014   0.00120414       0.00119557   T=3.69953s   ACCEPTED
  278     0.00119557              1   0.000178014     0.00017659   0.00119557       0.00118709   T=3.90912s   ACCEPTED
  279     0.00118709              1   0.00017659    0.000175186   0.00118709        0.0011787   T=3.67703s   ACCEPTED
  280      0.0011787              1   0.000175186    0.000173801    0.0011787       0.00117041   T=3.61287s   ACCEPTED
  281     0.00117041              1   0.000173801    0.000172436   0.00117041       0.00116221   T=3.74802s   ACCEPTED
  282     0.00116221              1   0.000172436     0.00017109   0.00116221        0.0011541   T=3.81677s   ACCEPTED
  283      0.0011541              1   0.00017109    0.000169763    0.0011541       0.00114608   T=3.58706s   ACCEPTED
  284     0.00114608              1   0.000169763    0.000168454   0.00114608       0.00113814   T=3.62139s   ACCEPTED
  285     0.00113814              1   0.000168454    0.000167163   0.00113814        0.0011303   T=3.77388s   ACCEPTED
  286      0.0011303              1   0.000167163     0.00016589    0.0011303       0.00112254   T=3.8058s   ACCEPTED
  287     0.00112254              1   0.00016589    0.000164634   0.00112254       0.00111487   T=3.72731s   ACCEPTED
  288     0.00111487              1   0.000164634    0.000163396   0.00111487       0.00110728   T=3.80524s   ACCEPTED
  289     0.00110728              1   0.000163396    0.000162174   0.00110728       0.00109978   T=3.79091s   ACCEPTED
  290     0.00109978              1   0.000162174    0.000160968   0.00109978       0.00109236   T=3.72561s   ACCEPTED
  291     0.00109236              1   0.000160968    0.000159779   0.00109236       0.00108502   T=3.65421s   ACCEPTED
  292     0.00108502              1   0.000159779    0.000158606   0.00108502       0.00107776   T=3.65442s   ACCEPTED
  293     0.00107776              1   0.000158606    0.000157448   0.00107776       0.00107058   T=3.60978s   ACCEPTED
  294     0.00107058              1   0.000157448    0.000156306   0.00107058       0.00106348   T=3.6219s   ACCEPTED
  295     0.00106348              1   0.000156306    0.000155178   0.00106348       0.00105646   T=3.73702s   ACCEPTED
  296     0.00105646              1   0.000155178    0.000154066   0.00105646       0.00104952   T=3.61519s   ACCEPTED
  297     0.00104952              1   0.000154066    0.000152968   0.00104952       0.00104265   T=3.87301s   ACCEPTED
  298     0.00104265              1   0.000152968    0.000151884   0.00104265       0.00103586   T=3.62065s   ACCEPTED
  299     0.00103586              1   0.000151884    0.000150815   0.00103586       0.00102914   T=3.66121s   ACCEPTED
  300     0.00102914              1   0.000150815    0.000149759   0.00102914        0.0010225   T=3.82494s   ACCEPTED
  301      0.0010225              1   0.000149759    0.000148717    0.0010225       0.00101592   T=3.78684s   ACCEPTED
  302     0.00101592              1   0.000148717    0.000147688   0.00101592       0.00100942   T=3.52895s   ACCEPTED
  303     0.00100942              1   0.000147688    0.000146673   0.00100942         0.001003   T=3.78203s   ACCEPTED
  304       0.001003              1   0.000146673     0.00014567     0.001003      0.000996638   T=3.47439s   ACCEPTED
  305    0.000996638              1   0.00014567     0.00014468   0.000996638      0.000990349   T=3.79793s   ACCEPTED
  306    0.000990349              1   0.00014468    0.000143702   0.000990349      0.000984129   T=3.67458s   ACCEPTED
  307    0.000984129              1   0.000143702    0.000142736   0.000984129      0.000977976   T=3.62659s   ACCEPTED
  308    0.000977976              1   0.000142736    0.000141783   0.000977976      0.000971891   T=3.68669s   ACCEPTED
  309    0.000971891              1   0.000141783    0.000140841   0.000971891      0.000965872   T=3.77583s   ACCEPTED
  310    0.000965872              1   0.000140841    0.000139911   0.000965872      0.000959918   T=3.57449s   ACCEPTED
  311    0.000959918              1   0.000139911    0.000138993   0.000959918      0.000954028   T=3.32088s   ACCEPTED
  312    0.000954028              1   0.000138993    0.000138085   0.000954028      0.000948203   T=3.03564s   ACCEPTED
  313    0.000948203              1   0.000138085    0.000137189   0.000948203      0.000942441   T=3.46829s   ACCEPTED
  314    0.000942441              1   0.000137189    0.000136303   0.000942441      0.000936741   T=3.63378s   ACCEPTED
  315    0.000936741              1   0.000136303    0.000135429   0.000936741      0.000931103   T=3.70069s   ACCEPTED
  316    0.000931103              1   0.000135429    0.000134564   0.000931103      0.000925525   T=3.82902s   ACCEPTED
  317    0.000925525              1   0.000134564     0.00013371   0.000925525      0.000920008   T=3.71654s   ACCEPTED
  318    0.000920008              1   0.00013371    0.000132866   0.000920008       0.00091455   T=3.72144s   ACCEPTED
  319     0.00091455              1   0.000132866    0.000132032   0.00091455      0.000909151   T=3.72084s   ACCEPTED
  320    0.000909151              1   0.000132032    0.000131208   0.000909151       0.00090381   T=3.59908s   ACCEPTED
  321     0.00090381              1   0.000131208    0.000130394   0.00090381      0.000898526   T=3.74463s   ACCEPTED
  322    0.000898526              1   0.000130394    0.000129589   0.000898526      0.000893299   T=3.77952s   ACCEPTED
  323    0.000893299              1   0.000129589    0.000128793   0.000893299      0.000888128   T=3.34776s   ACCEPTED
  324    0.000888128              1   0.000128793    0.000128007   0.000888128      0.000883012   T=3.78243s   ACCEPTED
  325    0.000883012              1   0.000128007    0.000127229   0.000883012       0.00087795   T=3.80269s   ACCEPTED
  326     0.00087795              1   0.000127229    0.000126461   0.00087795      0.000872943   T=3.55709s   ACCEPTED
  327    0.000872943              1   0.000126461    0.000125701   0.000872943      0.000867989   T=3.89356s   ACCEPTED
  328    0.000867989              1   0.000125701    0.000124949   0.000867989      0.000863087   T=3.70581s   ACCEPTED
  329    0.000863087              1   0.000124949    0.000124207   0.000863087      0.000858238   T=3.69992s   ACCEPTED
  330    0.000858238              1   0.000124207    0.000123472   0.000858238      0.000853439   T=3.87508s   ACCEPTED
  331    0.000853439              1   0.000123472    0.000122746   0.000853439      0.000848692   T=3.87649s   ACCEPTED
  332    0.000848692              1   0.000122746    0.000122027   0.000848692      0.000843995   T=3.88557s   ACCEPTED
  333    0.000843995              1   0.000122027    0.000121317   0.000843995      0.000839347   T=3.87343s   ACCEPTED
  334    0.000839347              1   0.000121317    0.000120615   0.000839347      0.000834748   T=3.7848s   ACCEPTED
  335    0.000834748              1   0.000120615     0.00011992   0.000834748      0.000830197   T=3.69657s   ACCEPTED
  336    0.000830197              1   0.00011992    0.000119232   0.000830197      0.000825694   T=3.58637s   ACCEPTED
  337    0.000825694              1   0.000119232    0.000118552   0.000825694      0.000821238   T=3.66624s   ACCEPTED
  338    0.000821238              1   0.000118552     0.00011788   0.000821238      0.000816829   T=3.82133s   ACCEPTED
  339    0.000816829              1   0.00011788    0.000117214   0.000816829      0.000812465   T=3.441s   ACCEPTED
  340    0.000812465              1   0.000117214    0.000116556   0.000812465      0.000808147   T=3.6034s   ACCEPTED
  341    0.000808147              1   0.000116556    0.000115905   0.000808147      0.000803874   T=3.68132s   ACCEPTED
  342    0.000803874              1   0.000115905     0.00011526   0.000803874      0.000799645   T=3.73934s   ACCEPTED
  343    0.000799645              1   0.00011526    0.000114622   0.000799645       0.00079546   T=3.52985s   ACCEPTED
  344     0.00079546              1   0.000114622    0.000113991   0.00079546      0.000791317   T=3.82804s   ACCEPTED
  345    0.000791317              1   0.000113991    0.000113367   0.000791317      0.000787218   T=3.70162s   ACCEPTED
  346    0.000787218              1   0.000113367    0.000112749   0.000787218      0.000783161   T=3.87033s   ACCEPTED
  347    0.000783161              1   0.000112749    0.000112137   0.000783161      0.000779145   T=3.70251s   ACCEPTED
  348    0.000779145              1   0.000112137    0.000111531   0.000779145       0.00077517   T=3.70527s   ACCEPTED
  349     0.00077517              1   0.000111531    0.000110932   0.00077517      0.000771236   T=3.7292s   ACCEPTED
  350    0.000771236              1   0.000110932    0.000110339   0.000771236      0.000767342   T=3.88881s   ACCEPTED
  351    0.000767342              1   0.000110339    0.000109751   0.000767342      0.000763487   T=3.7359s   ACCEPTED
  352    0.000763487              1   0.000109751     0.00010917   0.000763487      0.000759671   T=3.7821s   ACCEPTED
  353    0.000759671              1   0.00010917    0.000108594   0.000759671      0.000755894   T=3.85355s   ACCEPTED
  354    0.000755894              1   0.000108594    0.000108024   0.000755894      0.000752155   T=3.90716s   ACCEPTED
  355    0.000752155              1   0.000108024     0.00010746   0.000752155      0.000748454   T=3.67795s   ACCEPTED
  356    0.000748454              1   0.00010746    0.000106901   0.000748454       0.00074479   T=3.90487s   ACCEPTED
  357     0.00074479              1   0.000106901    0.000106348   0.00074479      0.000741162   T=3.87669s   ACCEPTED
  358    0.000741162              1   0.000106348      0.0001058   0.000741162      0.000737571   T=3.52806s   ACCEPTED
  359    0.000737571              1    0.0001058    0.000105257   0.000737571      0.000734015   T=3.79556s   ACCEPTED
  360    0.000734015              1   0.000105257     0.00010472   0.000734015      0.000730494   T=3.68457s   ACCEPTED
  361    0.000730494              1   0.00010472    0.000104187   0.000730494      0.000727009   T=3.74535s   ACCEPTED
  362    0.000727009              1   0.000104187     0.00010366   0.000727009      0.000723558   T=3.66077s   ACCEPTED
  363    0.000723558              1   0.00010366    0.000103138   0.000723558       0.00072014   T=3.9149s   ACCEPTED
  364     0.00072014              1   0.000103138     0.00010262   0.00072014      0.000716757   T=3.68135s   ACCEPTED
  365    0.000716757              1   0.00010262    0.000102108   0.000716757      0.000713406   T=3.85641s   ACCEPTED
  366    0.000713406              1   0.000102108      0.0001016   0.000713406      0.000710088   T=3.75358s   ACCEPTED
  367    0.000710088              1    0.0001016    0.000101097   0.000710088      0.000706802   T=3.92126s   ACCEPTED
  368    0.000706802              1   0.000101097    0.000100598   0.000706802      0.000703549   T=3.79109s   ACCEPTED
  369    0.000703549              1   0.000100598    0.000100105   0.000703549      0.000700326   T=3.67523s   ACCEPTED
  370    0.000700326              1   0.000100105    9.96153e-05   0.000700326      0.000697135   T=3.79531s   ACCEPTED
  371    0.000697135              1   9.96153e-05    9.91304e-05   0.000697135      0.000693974   T=3.72444s   ACCEPTED
  372    0.000693974              1   9.91304e-05    9.86499e-05   0.000693974      0.000690844   T=3.61309s   ACCEPTED
  373    0.000690844              1   9.86499e-05    9.81737e-05   0.000690844      0.000687743   T=3.70499s   ACCEPTED
  374    0.000687743              1   9.81737e-05    9.77017e-05   0.000687743      0.000684672   T=3.74083s   ACCEPTED
  375    0.000684672              1   9.77017e-05     9.7234e-05   0.000684672       0.00068163   T=3.50161s   ACCEPTED
  376     0.00068163              1   9.7234e-05    9.67704e-05   0.00068163      0.000678617   T=3.75883s   ACCEPTED
  377    0.000678617              1   9.67704e-05    9.63109e-05   0.000678617      0.000675632   T=3.77962s   ACCEPTED
  378    0.000675632              1   9.63109e-05    9.58554e-05   0.000675632      0.000672676   T=3.82105s   ACCEPTED
  379    0.000672676              1   9.58554e-05    9.54039e-05   0.000672676      0.000669746   T=3.90503s   ACCEPTED
  380    0.000669746              1   9.54039e-05    9.49563e-05   0.000669746      0.000666845   T=3.91094s   ACCEPTED
  381    0.000666845              1   9.49563e-05    9.45126e-05   0.000666845       0.00066397   T=3.88493s   ACCEPTED
  382     0.00066397              1   9.45126e-05    9.40727e-05   0.00066397      0.000661122   T=3.60448s   ACCEPTED
  383    0.000661122              1   9.40727e-05    9.36365e-05   0.000661122        0.0006583   T=3.78765s   ACCEPTED
  384      0.0006583              1   9.36365e-05    9.32041e-05    0.0006583      0.000655504   T=3.61266s   ACCEPTED
  385    0.000655504              1   9.32041e-05    9.27753e-05   0.000655504      0.000652733   T=3.75494s   ACCEPTED
  386    0.000652733              1   9.27753e-05    9.23502e-05   0.000652733      0.000649988   T=3.80798s   ACCEPTED
  387    0.000649988              1   9.23502e-05    9.19286e-05   0.000649988      0.000647268   T=3.89482s   ACCEPTED
  388    0.000647268              1   9.19286e-05    9.15105e-05   0.000647268      0.000644573   T=3.63128s   ACCEPTED
  389    0.000644573              1   9.15105e-05    9.10959e-05   0.000644573      0.000641901   T=3.70666s   ACCEPTED
  390    0.000641901              1   9.10959e-05    9.06847e-05   0.000641901      0.000639254   T=3.44123s   ACCEPTED
  391    0.000639254              1   9.06847e-05    9.02769e-05   0.000639254      0.000636631   T=3.80425s   ACCEPTED
  392    0.000636631              1   9.02769e-05    8.98724e-05   0.000636631      0.000634031   T=3.68818s   ACCEPTED
  393    0.000634031              1   8.98724e-05    8.94712e-05   0.000634031      0.000631454   T=3.72684s   ACCEPTED
  394    0.000631454              1   8.94712e-05    8.90733e-05   0.000631454      0.000628899   T=3.56242s   ACCEPTED
  395    0.000628899              1   8.90733e-05    8.86786e-05   0.000628899      0.000626368   T=3.83078s   ACCEPTED
  396    0.000626368              1   8.86786e-05     8.8287e-05   0.000626368      0.000623858   T=3.66115s   ACCEPTED
  397    0.000623858              1   8.8287e-05    8.78986e-05   0.000623858      0.000621371   T=3.69892s   ACCEPTED
  398    0.000621371              1   8.78986e-05    8.75133e-05   0.000621371      0.000618905   T=3.49878s   ACCEPTED
  399    0.000618905              1   8.75133e-05     8.7131e-05   0.000618905      0.000616461   T=3.71598s   ACCEPTED
  400    0.000616461              1   8.7131e-05    8.67517e-05   0.000616461      0.000614037   T=3.66052s   ACCEPTED
  401    0.000614037              1   8.67517e-05    8.63754e-05   0.000614037      0.000611635   T=3.80434s   ACCEPTED
  402    0.000611635              1   8.63754e-05     8.6002e-05   0.000611635      0.000609253   T=3.59821s   ACCEPTED
  403    0.000609253              1   8.6002e-05    8.56316e-05   0.000609253      0.000606891   T=3.90518s   ACCEPTED
  404    0.000606891              1   8.56316e-05     8.5264e-05   0.000606891       0.00060455   T=3.73413s   ACCEPTED
  405     0.00060455              1   8.5264e-05    8.48992e-05   0.00060455      0.000602228   T=3.742s   ACCEPTED
  406    0.000602228              1   8.48992e-05    8.45372e-05   0.000602228      0.000599926   T=3.54517s   ACCEPTED
  407    0.000599926              1   8.45372e-05     8.4178e-05   0.000599926      0.000597643   T=3.74889s   ACCEPTED
  408    0.000597643              1   8.4178e-05    8.38215e-05   0.000597643      0.000595379   T=3.66506s   ACCEPTED
  409    0.000595379              1   8.38215e-05    8.34677e-05   0.000595379      0.000593134   T=3.64813s   ACCEPTED
  410    0.000593134              1   8.34677e-05    8.31165e-05   0.000593134      0.000590908   T=3.89537s   ACCEPTED
  411    0.000590908              1   8.31165e-05     8.2768e-05   0.000590908        0.0005887   T=3.72809s   ACCEPTED
  412      0.0005887              1   8.2768e-05    8.24221e-05    0.0005887       0.00058651   T=3.70236s   ACCEPTED
  413     0.00058651              1   8.24221e-05    8.20787e-05   0.00058651      0.000584338   T=3.76138s   ACCEPTED
  414    0.000584338              1   8.20787e-05    8.17379e-05   0.000584338      0.000582183   T=3.79266s   ACCEPTED
  415    0.000582183              1   8.17379e-05    8.13996e-05   0.000582183      0.000580046   T=3.65456s   ACCEPTED
  416    0.000580046              1   8.13996e-05    8.10638e-05   0.000580046      0.000577926   T=3.83198s   ACCEPTED
  417    0.000577926              1   8.10638e-05    8.07304e-05   0.000577926      0.000575823   T=3.7872s   ACCEPTED
  418    0.000575823              1   8.07304e-05    8.03994e-05   0.000575823      0.000573737   T=3.63494s   ACCEPTED
  419    0.000573737              1   8.03994e-05    8.00708e-05   0.000573737      0.000571668   T=3.79135s   ACCEPTED
  420    0.000571668              1   8.00708e-05    7.97446e-05   0.000571668      0.000569615   T=3.73128s   ACCEPTED
  421    0.000569615              1   7.97446e-05    7.94207e-05   0.000569615      0.000567578   T=3.76932s   ACCEPTED
  422    0.000567578              1   7.94207e-05    7.90992e-05   0.000567578      0.000565557   T=3.45677s   ACCEPTED
  423    0.000565557              1   7.90992e-05    7.87799e-05   0.000565557      0.000563551   T=2.92828s   ACCEPTED
  424    0.000563551              1   7.87799e-05    7.84628e-05   0.000563551      0.000561562   T=2.93938s   ACCEPTED
  425    0.000561562              1   7.84628e-05     7.8148e-05   0.000561562      0.000559587   T=2.97758s   ACCEPTED
  426    0.000559587              1   7.8148e-05    7.78354e-05   0.000559587      0.000557628   T=3.90006s   ACCEPTED
  427    0.000557628              1   7.78354e-05     7.7525e-05   0.000557628      0.000555684   T=3.2236s   ACCEPTED
  428    0.000555684              1   7.7525e-05    7.72168e-05   0.000555684      0.000553755   T=3.43463s   ACCEPTED
  429    0.000553755              1   7.72168e-05    7.69107e-05   0.000553755       0.00055184   T=2.85117s   ACCEPTED
  430     0.00055184              1   7.69107e-05    7.66067e-05   0.00055184      0.000549939   T=3.29871s   ACCEPTED
  431    0.000549939              1   7.66067e-05    7.63048e-05   0.000549939      0.000548053   T=3.06622s   ACCEPTED
  432    0.000548053              1   7.63048e-05    7.60049e-05   0.000548053      0.000546181   T=3.33446s   ACCEPTED
  433    0.000546181              1   7.60049e-05    7.57071e-05   0.000546181      0.000544323   T=3.35566s   ACCEPTED
  434    0.000544323              1   7.57071e-05    7.54113e-05   0.000544323      0.000542479   T=3.44265s   ACCEPTED
  435    0.000542479              1   7.54113e-05    7.51175e-05   0.000542479      0.000540648   T=3.05781s   ACCEPTED
  436    0.000540648              1   7.51175e-05    7.48257e-05   0.000540648       0.00053883   T=3.08738s   ACCEPTED
  437     0.00053883              1   7.48257e-05    7.45359e-05   0.00053883      0.000537026   T=3.13867s   ACCEPTED
  438    0.000537026              1   7.45359e-05     7.4248e-05   0.000537026      0.000535235   T=3.75987s   ACCEPTED
  439    0.000535235              1   7.4248e-05     7.3962e-05   0.000535235      0.000533457   T=3.82902s   ACCEPTED
  440    0.000533457              1   7.3962e-05    7.36779e-05   0.000533457      0.000531691   T=3.1333s   ACCEPTED
  441    0.000531691              1   7.36779e-05    7.33956e-05   0.000531691      0.000529938   T=3.58994s   ACCEPTED
  442    0.000529938              1   7.33956e-05    7.31153e-05   0.000529938      0.000528198   T=3.47003s   ACCEPTED
  443    0.000528198              1   7.31153e-05    7.28367e-05   0.000528198       0.00052647   T=3.42211s   ACCEPTED
  444     0.00052647              1   7.28367e-05      7.256e-05   0.00052647      0.000524754   T=3.1467s   ACCEPTED
  445    0.000524754              1    7.256e-05    7.22851e-05   0.000524754       0.00052305   T=3.06347s   ACCEPTED
  446     0.00052305              1   7.22851e-05    7.20119e-05   0.00052305      0.000521357   T=3.09687s   ACCEPTED
  447    0.000521357              1   7.20119e-05    7.17406e-05   0.000521357      0.000519677   T=3.04344s   ACCEPTED
  448    0.000519677              1   7.17406e-05    7.14709e-05   0.000519677      0.000518008   T=3.23051s   ACCEPTED
  449    0.000518008              1   7.14709e-05     7.1203e-05   0.000518008      0.000516351   T=2.86078s   ACCEPTED
  450    0.000516351              1   7.1203e-05    7.09368e-05   0.000516351      0.000514704   T=3.49312s   ACCEPTED
  451    0.000514704              1   7.09368e-05    7.06723e-05   0.000514704      0.000513069   T=3.52229s   ACCEPTED
  452    0.000513069              1   7.06723e-05    7.04095e-05   0.000513069      0.000511445   T=3.60183s   ACCEPTED
  453    0.000511445              1   7.04095e-05    7.01484e-05   0.000511445      0.000509832   T=3.69477s   ACCEPTED
  454    0.000509832              1   7.01484e-05    6.98888e-05   0.000509832       0.00050823   T=3.33667s   ACCEPTED
  455     0.00050823              1   6.98888e-05    6.96309e-05   0.00050823      0.000506638   T=3.19563s   ACCEPTED
  456    0.000506638              1   6.96309e-05    6.93747e-05   0.000506638      0.000505057   T=3.59604s   ACCEPTED
  457    0.000505057              1   6.93747e-05      6.912e-05   0.000505057      0.000503487   T=3.39522s   ACCEPTED
  458    0.000503487              1    6.912e-05    6.88669e-05   0.000503487      0.000501926   T=3.57423s   ACCEPTED
  459    0.000501926              1   6.88669e-05    6.86153e-05   0.000501926      0.000500376   T=3.57991s   ACCEPTED
  460    0.000500376              1   6.86153e-05    6.83653e-05   0.000500376      0.000498836   T=3.39433s   ACCEPTED
